split,mAP50,mAP50-95,mean_precision,mean_recall,accuracy,macro_f1,conf_thresh,iou_thresh
test,0.9511111111111111,0.8753993055555556,0.9347706751718617,0.9583333333333334,0.9166666666666666,0.907874890847027,0.25,0.5
